ensembl_gene_id	NC1	NC2	NORAD.kd	external_gene_name	gene_biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000143537	22	17	77	ADAM15	protein_coding	2	5.3	24	8.4e-07	3.2e-05
ENSG00000111666	10	7	39	CHPT1	protein_coding	2.2	4.2	24	8.9e-07	3.3e-05
ENSG00000174917	3.5	2.5	19	C19orf70	protein_coding	2.6	3.1	24	8.9e-07	3.3e-05
ENSG00000233461	18	15	2.4	AL445524.1	antisense_RNA	-2.8	3.6	24	8.9e-07	3.3e-05
ENSG00000104388	25	13	76	RAB2A	protein_coding	2	5.3	24	9.3e-07	3.4e-05
ENSG00000215417	2.6	2.6	17	MIR17HG	processed_transcript	2.7	2.9	24	9.3e-07	3.4e-05
ENSG00000128185	3.1	1.7	16	DGCR6L	protein_coding	2.7	2.8	24	9.3e-07	3.5e-05
ENSG00000182287	9.5	7.5	38	AP1S2	protein_coding	2.2	4.2	24	9.7e-07	3.6e-05
ENSG00000183955	83	130	22	KMT5A	protein_coding	-2.3	6.3	24	9.8e-07	3.6e-05
ENSG00000112697	20	18	75	TMEM30A	protein_coding	2	5.2	24	1e-06	3.7e-05
ENSG00000122482	15	14	61	ZNF644	protein_coding	2	4.9	24	1e-06	3.7e-05
ENSG00000159593	42	45	170	NAE1	protein_coding	2	6.4	24	1e-06	3.7e-05
ENSG00000243678	2	2.1	14	NME2	protein_coding	2.8	2.7	24	1e-06	3.7e-05
ENSG00000169019	3.3	3.2	19	COMMD8	protein_coding	2.6	3.1	24	1e-06	3.8e-05
ENSG00000175265	5.6	4.6	26	GOLGA8A	protein_coding	2.3	3.6	24	1.1e-06	3.9e-05
ENSG00000112667	4.7	0.29	17	DNPH1	protein_coding	2.7	2.9	24	1.1e-06	4e-05
ENSG00000067167	20	23	83	TRAM1	protein_coding	1.9	5.4	24	1.2e-06	4.1e-05
ENSG00000198056	20	10	62	PRIM1	protein_coding	2	4.9	24	1.1e-06	4.1e-05
ENSG00000143158	14	12	54	MPC2	protein_coding	2	4.7	24	1.2e-06	4.4e-05
ENSG00000138698	25	15	78	RAP1GDS1	protein_coding	1.9	5.3	23	1.3e-06	4.6e-05
ENSG00000121486	10	5.9	36	TRMT1L	protein_coding	2.1	4.1	23	1.3e-06	4.7e-05
ENSG00000197858	14	15	58	GPAA1	protein_coding	2	4.9	23	1.3e-06	4.7e-05
ENSG00000180176	53	36	170	TH	protein_coding	1.9	6.4	23	1.4e-06	4.8e-05
ENSG00000136830	8.9	17	52	FAM129B	protein_coding	2	4.7	23	1.4e-06	4.9e-05
ENSG00000136938	1200	1600	230	ANP32B	protein_coding	-2.6	10	23	1.4e-06	4.9e-05
ENSG00000205765	13	14	54	C5orf51	protein_coding	2	4.8	23	1.4e-06	4.9e-05
ENSG00000214182	8.8	16	1.4	PTMAP5	transcribed_processed_pseudogene	-3.1	3.1	23	1.4e-06	4.9e-05
ENSG00000058804	36	27	120	NDC1	protein_coding	1.9	5.9	23	1.5e-06	5.2e-05
ENSG00000155189	54	23	140	AGPAT5	protein_coding	1.9	6.2	23	1.5e-06	5.2e-05
ENSG00000172869	5.4	6.8	29	DMXL1	protein_coding	2.2	3.8	23	1.5e-06	5.2e-05
ENSG00000143952	11	8.7	41	VPS54	protein_coding	2.1	4.3	23	1.6e-06	5.3e-05
ENSG00000196470	10	3.5	32	SIAH1	protein_coding	2.2	4	23	1.6e-06	5.3e-05
ENSG00000104722	6000	7800	1000	NEFM	protein_coding	-2.8	12	23	1.6e-06	5.5e-05
ENSG00000244187	1.6	0.88	9.6	TMEM141	protein_coding	2.9	2.1	23	1.6e-06	5.5e-05
ENSG00000115457	73	40	220	IGFBP2	protein_coding	2	6.8	23	1.7e-06	5.6e-05
ENSG00000185818	7.3	5.9	30	NAT8L	protein_coding	2.2	3.9	23	1.7e-06	5.6e-05
ENSG00000006712	180	310	47	PAF1	protein_coding	-2.4	7.5	23	1.7e-06	5.7e-05
ENSG00000221886	1	2.4	12	ZBED8	protein_coding	2.8	2.4	23	1.7e-06	5.7e-05
ENSG00000234171	31	47	7.6	RNASEH1-AS1	antisense_RNA	-2.4	4.8	23	1.8e-06	5.8e-05
ENSG00000005893	8.5	15	48	LAMP2	protein_coding	2	4.6	23	1.8e-06	5.9e-05
ENSG00000138767	8.7	5.2	32	CNOT6L	protein_coding	2.2	3.9	23	1.8e-06	5.9e-05
ENSG00000138777	15	19	66	PPA2	protein_coding	2	5.1	23	1.8e-06	5.9e-05
ENSG00000148773	1100	2500	290	MKI67	protein_coding	-2.6	10	23	1.8e-06	5.9e-05
ENSG00000210112	19	0.59	1	MT-TM	Mt_tRNA	-3.3	2.8	23	1.8e-06	5.9e-05
ENSG00000145386	33	44	140	CCNA2	protein_coding	1.9	6.2	23	1.9e-06	6.1e-05
ENSG00000164329	6.6	7.1	31	PAPD4	protein_coding	2.2	3.9	23	1.9e-06	6.1e-05
ENSG00000162734	210	360	55	PEA15	protein_coding	-2.4	7.7	23	1.9e-06	6.2e-05
ENSG00000087269	320	550	81	NOP14	protein_coding	-2.4	8.3	23	2e-06	6.4e-05
ENSG00000185615	34	24	100	PDIA2	protein_coding	1.8	5.8	22	2.1e-06	6.8e-05
ENSG00000102390	93	98	21	PBDC1	protein_coding	-2.2	6.1	22	2.2e-06	6.9e-05
ENSG00000118816	60	51	220	CCNI	protein_coding	2	6.8	22	2.2e-06	6.9e-05
ENSG00000236287	14	9.5	48	ZBED5	protein_coding	2	4.6	22	2.2e-06	6.9e-05
ENSG00000239672	580	580	110	NME1	protein_coding	-2.5	8.7	22	2.2e-06	6.9e-05
ENSG00000254685	1.4	1.2	9.6	FPGT	protein_coding	2.9	2.1	22	2.2e-06	6.9e-05
ENSG00000257151	6.8	2.4	23	PWAR6	lincRNA	2.3	3.5	22	2.2e-06	6.9e-05
ENSG00000198753	2.8	4.1	19	PLXNB3	protein_coding	2.5	3.1	22	2.2e-06	7e-05
ENSG00000071655	23	15	73	MBD3	protein_coding	1.9	5.2	22	2.3e-06	7.1e-05
ENSG00000156697	260	380	62	UTP14A	protein_coding	-2.4	7.9	22	2.3e-06	7.1e-05
ENSG00000170515	1200	1800	250	PA2G4	protein_coding	-2.6	10	22	2.3e-06	7.1e-05
ENSG00000024526	20	15	68	DEPDC1	protein_coding	1.9	5.1	22	2.3e-06	7.2e-05
ENSG00000232119	9	12	43	MCTS1	protein_coding	2	4.4	22	2.5e-06	7.6e-05
ENSG00000263563	12	11	1.4	UBBP4	transcribed_unprocessed_pseudogene	-3.1	3	22	2.6e-06	7.8e-05
ENSG00000145780	4.1	4.3	22	FEM1C	protein_coding	2.4	3.4	22	2.6e-06	7.9e-05
ENSG00000072133	40	25	120	RPS6KA6	protein_coding	1.8	5.9	22	2.6e-06	8e-05
ENSG00000108510	35	25	110	MED13	protein_coding	1.8	5.8	22	2.6e-06	8e-05
ENSG00000148481	7.2	7.7	32	MINDY3	protein_coding	2.1	4	22	2.7e-06	8.1e-05
ENSG00000158201	1.3	1.6	10	ABHD3	protein_coding	2.8	2.2	22	2.8e-06	8.2e-05
ENSG00000165502	510	660	110	RPL36AL	protein_coding	-2.4	8.7	22	2.7e-06	8.2e-05
ENSG00000185658	22	17	74	BRWD1	protein_coding	1.9	5.2	22	2.7e-06	8.2e-05
ENSG00000198642	12	2.9	33	KLHL9	protein_coding	2.1	4	22	2.8e-06	8.2e-05
ENSG00000100852	35	28	110	ARHGAP5	protein_coding	1.8	5.9	22	2.8e-06	8.4e-05
ENSG00000174939	11	8.7	40	ASPHD1	protein_coding	2	4.3	22	2.8e-06	8.4e-05
ENSG00000143207	14	7.7	44	RFWD2	protein_coding	2	4.5	22	3e-06	8.9e-05
ENSG00000094975	35	31	120	SUCO	protein_coding	1.8	5.9	22	3.2e-06	9.2e-05
ENSG00000168288	28	17	82	MMADHC	protein_coding	1.9	5.4	22	3.1e-06	9.2e-05
ENSG00000169710	99	110	410	FASN	protein_coding	2	7.7	22	3.2e-06	9.2e-05
ENSG00000037965	44	63	12	HOXC8	protein_coding	-2.2	5.3	22	3.2e-06	9.4e-05
ENSG00000099889	14	17	59	ARVCF	protein_coding	1.9	4.9	22	3.2e-06	9.4e-05
ENSG00000167716	11	9.8	42	WDR81	protein_coding	2	4.4	22	3.2e-06	9.4e-05
ENSG00000188321	4.8	3.7	21	ZNF559	protein_coding	2.3	3.3	22	3.3e-06	9.4e-05
ENSG00000128789	8.2	6.6	32	PSMG2	protein_coding	2.1	4	22	3.3e-06	9.6e-05
ENSG00000164031	11	9.8	41	DNAJB14	protein_coding	2	4.4	22	3.3e-06	9.6e-05
ENSG00000185222	190	250	44	TCEAL9	protein_coding	-2.3	7.3	22	3.3e-06	9.6e-05
ENSG00000197056	7.6	5.9	30	ZMYM1	protein_coding	2.1	3.9	22	3.4e-06	9.7e-05
ENSG00000071794	52	42	170	HLTF	protein_coding	1.9	6.5	22	3.4e-06	9.8e-05
ENSG00000118246	22	22	79	FASTKD2	protein_coding	1.9	5.4	22	3.5e-06	9.9e-05
ENSG00000061987	24	7.2	60	MON2	protein_coding	1.9	4.9	21	3.6e-06	1e-04
ENSG00000086666	13	7	40	ZFAND6	protein_coding	2	4.3	21	3.7e-06	1e-04
ENSG00000213064	21	7.6	55	SFT2D2	protein_coding	1.9	4.8	21	3.6e-06	1e-04
ENSG00000077254	15	17	60	USP33	protein_coding	1.9	4.9	21	3.9e-06	0.00011
ENSG00000105856	13	5.8	39	HBP1	protein_coding	2	4.3	21	4.1e-06	0.00011
ENSG00000117335	55	46	190	CD46	protein_coding	1.9	6.6	21	4.1e-06	0.00011
ENSG00000122376	19	11	56	FAM35A	protein_coding	1.9	4.9	21	4.1e-06	0.00011
ENSG00000130254	220	320	55	SAFB2	protein_coding	-2.3	7.6	21	3.7e-06	0.00011
ENSG00000182809	26	18	80	CRIP2	protein_coding	1.8	5.4	21	3.8e-06	0.00011
ENSG00000198856	20	18	70	OSTC	protein_coding	1.9	5.2	21	3.9e-06	0.00011
ENSG00000064651	9.3	10	39	SLC12A2	protein_coding	2	4.3	21	4.5e-06	0.00012
ENSG00000077232	12	16	54	DNAJC10	protein_coding	1.9	4.8	21	4.6e-06	0.00012
ENSG00000136156	48	49	180	ITM2B	protein_coding	1.9	6.5	21	4.2e-06	0.00012
ENSG00000136819	260	410	68	C9orf78	protein_coding	-2.3	7.9	21	4.2e-06	0.00012
ENSG00000137944	14	14	52	KYAT3	protein_coding	1.9	4.7	21	4.6e-06	0.00012
ENSG00000143756	11	14	49	FBXO28	protein_coding	2	4.6	21	4.3e-06	0.00012
ENSG00000171714	7.5	4.7	27	ANO5	protein_coding	2.1	3.7	21	4.5e-06	0.00012
ENSG00000172020	690	1200	170	GAP43	protein_coding	-2.4	9.4	21	4.2e-06	0.00012
ENSG00000213639	77	67	270	PPP1CB	protein_coding	1.9	7.1	21	4.2e-06	0.00012
ENSG00000261326	1.8	0.81	9.3	LINC01355	lincRNA	2.8	2.1	21	4.6e-06	0.00012
ENSG00000104320	22	16	69	NBN	protein_coding	1.9	5.2	21	4.7e-06	0.00013
ENSG00000106392	2.6	4.6	19	C1GALT1	protein_coding	2.4	3.1	21	4.8e-06	0.00013
ENSG00000117877	140	170	33	CD3EAP	protein_coding	-2.2	6.8	21	5e-06	0.00013
ENSG00000120063	46	35	140	GNA13	protein_coding	1.8	6.2	21	4.8e-06	0.00013
ENSG00000148154	12	7	38	UGCG	protein_coding	2	4.3	21	5.2e-06	0.00013
ENSG00000154781	46	57	12	CCDC174	protein_coding	-2.1	5.3	21	5e-06	0.00013
ENSG00000163191	400	440	84	S100A11	protein_coding	-2.3	8.3	21	4.8e-06	0.00013
ENSG00000167967	4.4	6.2	24	E4F1	protein_coding	2.2	3.6	21	5.1e-06	0.00013
ENSG00000174842	5.2	4.8	23	GLMN	protein_coding	2.2	3.5	21	5e-06	0.00013
ENSG00000196976	2.5	2.1	14	LAGE3	protein_coding	2.6	2.7	21	4.8e-06	0.00013
ENSG00000204116	5	1.5	18	CHIC1	protein_coding	2.4	3.1	21	4.9e-06	0.00013
ENSG00000204899	14	17	58	MZT1	protein_coding	1.9	4.9	21	4.9e-06	0.00013
ENSG00000275052	26	20	82	PPP4R3B	protein_coding	1.8	5.4	21	4.7e-06	0.00013
ENSG00000281649	21	7.6	54	EBLN3P	lincRNA	1.9	4.8	21	5.3e-06	0.00014
ENSG00000004534	160	230	42	RBM6	protein_coding	-2.2	7.2	20	6.1e-06	0.00015
ENSG00000008282	25	11	66	SYPL1	protein_coding	1.9	5.1	20	6e-06	0.00015
ENSG00000099821	15	12	53	POLRMT	protein_coding	1.9	4.8	21	5.9e-06	0.00015
ENSG00000123200	460	430	90	ZC3H13	protein_coding	-2.3	8.4	21	5.7e-06	0.00015
ENSG00000139133	1.3	1.6	9.6	ALG10	protein_coding	2.7	2.1	21	5.7e-06	0.00015
ENSG00000198353	100	110	25	HOXC4	protein_coding	-2.1	6.3	20	6.1e-06	0.00015
ENSG00000014824	41	25	110	SLC30A9	protein_coding	1.8	5.9	20	6.3e-06	0.00016
ENSG00000088766	21	11	59	CRLS1	protein_coding	1.9	4.9	20	6.4e-06	0.00016
ENSG00000092140	22	24	79	G2E3	protein_coding	1.8	5.4	20	6.4e-06	0.00016
ENSG00000095906	8.4	12	40	NUBP2	protein_coding	2	4.4	20	6.6e-06	0.00016
ENSG00000112893	9.2	7.3	33	MAN2A1	protein_coding	2	4.1	20	6.5e-06	0.00016
ENSG00000115947	8.2	8.3	33	ORC4	protein_coding	2	4.1	20	6.5e-06	0.00016
ENSG00000124786	2.4	4.6	18	SLC35B3	protein_coding	2.4	3.1	20	6.5e-06	0.00016
ENSG00000145715	8.4	6	30	RASA1	protein_coding	2.1	3.9	20	6.3e-06	0.00016
ENSG00000158290	22	13	63	CUL4B	protein_coding	1.9	5	20	6.3e-06	0.00016
ENSG00000177917	5.1	2.9	20	ARL6IP6	protein_coding	2.3	3.3	20	6.2e-06	0.00016
ENSG00000198862	20	19	69	LTN1	protein_coding	1.8	5.2	20	6.4e-06	0.00016
ENSG00000039319	26	29	92	ZFYVE16	protein_coding	1.8	5.6	20	6.9e-06	0.00017
ENSG00000115414	15	68	9.1	FN1	protein_coding	-2.2	4.9	20	7.1e-06	0.00017
ENSG00000131966	26	9.5	65	ACTR10	protein_coding	1.8	5.1	20	6.9e-06	0.00017
ENSG00000187514	4800	7500	1100	PTMA	protein_coding	-2.6	12	20	6.8e-06	0.00017
ENSG00000198783	83	100	23	ZNF830	protein_coding	-2	6.1	20	6.7e-06	0.00017
ENSG00000105669	12	11	43	COPE	protein_coding	1.9	4.5	20	7.6e-06	0.00018
ENSG00000124614	25	25	5.1	RPS10	protein_coding	-2.3	4.2	20	7.6e-06	0.00018
ENSG00000138433	93	55	19	CIR1	protein_coding	-2	5.8	20	7.2e-06	0.00018
ENSG00000090520	280	520	84	DNAJB11	protein_coding	-2.2	8.2	20	8e-06	0.00019
ENSG00000103274	66	110	22	NUBP1	protein_coding	-2	6.1	20	7.8e-06	0.00019
ENSG00000160213	120	180	34	CSTB	protein_coding	-2.1	6.8	20	7.8e-06	0.00019
ENSG00000037749	7	8.4	31	MFAP3	protein_coding	2	4	20	8.2e-06	2e-04
ENSG00000153989	12	15	49	NUS1	protein_coding	1.9	4.7	20	8.5e-06	2e-04
ENSG00000164187	5.8	4.8	24	LMBRD2	protein_coding	2.1	3.5	20	8.3e-06	2e-04
ENSG00000176055	5.3	3.7	21	MBLAC2	protein_coding	2.2	3.4	20	8.3e-06	2e-04
ENSG00000107798	14	13	51	LIPA	protein_coding	1.9	4.7	20	8.8e-06	0.00021
ENSG00000167257	80	73	19	RNF214	protein_coding	-2	5.8	20	9.5e-06	0.00022
ENSG00000179008	4.7	4.3	21	C14orf39	protein_coding	2.2	3.4	20	9.2e-06	0.00022
ENSG00000049245	29	15	75	VAMP3	protein_coding	1.8	5.3	20	9.9e-06	0.00023
ENSG00000093167	68	100	21	LRRFIP2	protein_coding	-2	6	20	9.6e-06	0.00023
ENSG00000124207	100	130	430	CSE1L	protein_coding	1.9	7.8	20	9.6e-06	0.00023
ENSG00000149196	11	8.4	37	HIKESHI	protein_coding	1.9	4.3	20	9.6e-06	0.00023
ENSG00000177606	59	180	29	JUN	protein_coding	-2.1	6.5	20	9.9e-06	0.00023
ENSG00000187961	2	0.81	9.1	KLHL17	protein_coding	2.7	2.1	20	1e-05	0.00023
ENSG00000243317	37	23	97	STMP1	protein_coding	1.7	5.7	20	9.7e-06	0.00023
ENSG00000262814	5.2	4	21	MRPL12	protein_coding	2.2	3.4	20	9.7e-06	0.00023
ENSG00000109133	40	36	130	TMEM33	protein_coding	1.7	6.1	19	1.1e-05	0.00024
ENSG00000130844	51	94	19	ZNF331	protein_coding	-2	5.8	19	1e-05	0.00024
ENSG00000134759	26	17	74	ELP2	protein_coding	1.8	5.3	19	1e-05	0.00024
ENSG00000161547	100	100	380	SRSF2	protein_coding	1.9	7.6	19	1.1e-05	0.00024
ENSG00000164118	99	65	300	CEP44	protein_coding	1.9	7.3	19	1e-05	0.00024
ENSG00000175606	6.4	10	32	TMEM70	protein_coding	2	4	19	1e-05	0.00024
ENSG00000271361	12	27	3.7	HTATSF1P2	processed_pseudogene	-2.4	3.8	19	1e-05	0.00024
ENSG00000061936	140	200	39	SFSWAP	protein_coding	-2.1	7	19	1.1e-05	0.00025
ENSG00000064545	5.2	2.3	18	TMEM161A	protein_coding	2.3	3.2	19	1.1e-05	0.00025
ENSG00000106799	9.9	6.9	33	TGFBR1	protein_coding	2	4.1	19	1.1e-05	0.00025
ENSG00000133142	260	220	54	TCEAL4	protein_coding	-2.2	7.5	19	1.1e-05	0.00025
ENSG00000137656	100	130	28	BUD13	protein_coding	-2	6.4	19	1.1e-05	0.00025
ENSG00000168439	570	920	150	STIP1	protein_coding	-2.3	9.1	19	1.1e-05	0.00025
ENSG00000177697	3.1	3.8	17	CD151	protein_coding	2.3	3.1	19	1.1e-05	0.00025
ENSG00000138138	17	12	52	ATAD1	protein_coding	1.8	4.8	19	1.2e-05	0.00026
ENSG00000164611	460	410	94	PTTG1	protein_coding	-2.2	8.3	19	1.2e-05	0.00026
ENSG00000167930	5.2	5	23	FAM234A	protein_coding	2.1	3.5	19	1.2e-05	0.00026
ENSG00000198060	9.6	11	39	MARCH5	protein_coding	1.9	4.3	19	1.1e-05	0.00026
ENSG00000102471	6.5	9.1	31	NDFIP2	protein_coding	2	4	19	1.2e-05	0.00027
ENSG00000130489	3.4	1.5	14	SCO2	protein_coding	2.5	2.7	19	1.2e-05	0.00027
ENSG00000152749	7.4	8.4	31	GPR180	protein_coding	2	4	19	1.2e-05	0.00027
ENSG00000164610	51	32	9.7	RP9	protein_coding	-2.1	5	19	1.2e-05	0.00027
ENSG00000230434	9	20	2.4	LINC01650	lincRNA	-2.6	3.4	19	1.2e-05	0.00027
ENSG00000068885	7.7	6.6	29	IFT80	protein_coding	2	3.9	19	1.3e-05	0.00028
ENSG00000101084	1.9	1.8	11	C20orf24	protein_coding	2.6	2.3	19	1.3e-05	0.00028
ENSG00000134444	6.2	3.6	22	KIAA1468	protein_coding	2.1	3.4	19	1.3e-05	0.00028
ENSG00000139613	260	410	75	SMARCC2	protein_coding	-2.2	8	19	1.3e-05	0.00028
ENSG00000166164	370	420	86	BRD7	protein_coding	-2.2	8.2	19	1.3e-05	0.00028
ENSG00000107643	12	7	36	MAPK8	protein_coding	1.9	4.2	19	1.3e-05	0.00029
ENSG00000111775	81	68	20	COX6A1	protein_coding	-1.9	5.8	19	1.4e-05	0.00029
ENSG00000117410	26	20	77	ATP6V0B	protein_coding	1.7	5.4	19	1.3e-05	0.00029
ENSG00000139505	11	8.2	36	MTMR6	protein_coding	1.9	4.2	19	1.3e-05	0.00029
ENSG00000143774	28	25	88	GUK1	protein_coding	1.7	5.6	19	1.3e-05	0.00029
ENSG00000028839	13	11	43	TBPL1	protein_coding	1.9	4.5	19	1.4e-05	3e-04
ENSG00000185386	1.7	1.5	9.9	MAPK11	protein_coding	2.6	2.2	19	1.4e-05	3e-04
ENSG00000111875	12	9.2	39	ASF1A	protein_coding	1.9	4.3	19	1.5e-05	0.00031
ENSG00000126870	89	86	23	WDR60	protein_coding	-1.9	6	19	1.4e-05	0.00031
ENSG00000130311	75	100	23	DDA1	protein_coding	-2	6.1	19	1.4e-05	0.00031
ENSG00000146676	39	29	110	PURB	protein_coding	1.7	5.9	19	1.4e-05	0.00031
ENSG00000253250	3.8	2.8	17	C8orf88	protein_coding	2.3	3	19	1.5e-05	0.00031
ENSG00000110651	32	18	83	CD81	protein_coding	1.7	5.5	19	1.5e-05	0.00032
ENSG00000163565	35	52	10	IFI16	protein_coding	-2.1	5	19	1.6e-05	0.00033
ENSG00000131016	650	1200	190	AKAP12	protein_coding	-2.3	9.4	19	1.6e-05	0.00034
ENSG00000164163	62	84	250	ABCE1	protein_coding	1.8	7.1	19	1.6e-05	0.00034
ENSG00000181524	41	32	8.4	RPL24P4	processed_pseudogene	-2.1	4.8	19	1.6e-05	0.00034
ENSG00000198146	45	44	150	ZNF770	protein_coding	1.7	6.3	19	1.6e-05	0.00034
ENSG00000062822	14	16	52	POLD1	protein_coding	1.8	4.8	19	1.7e-05	0.00035
ENSG00000092439	43	34	120	TRPM7	protein_coding	1.7	6.1	18	1.7e-05	0.00036
ENSG00000108518	1500	1300	290	PFN1	protein_coding	-2.3	10	18	1.8e-05	0.00036
ENSG00000187479	9.8	12	40	C11orf96	protein_coding	1.9	4.4	18	1.7e-05	0.00036
ENSG00000205269	2.2	1.5	11	TMEM170B	protein_coding	2.5	2.3	18	1.7e-05	0.00036
ENSG00000057663	9.1	5.7	29	ATG5	protein_coding	2	3.9	18	1.8e-05	0.00037
ENSG00000125971	190	210	48	DYNLRB1	protein_coding	-2.1	7.2	18	1.8e-05	0.00037
ENSG00000157426	6.3	2	19	AASDH	protein_coding	2.2	3.2	18	1.8e-05	0.00037
ENSG00000163374	130	180	38	YY1AP1	protein_coding	-2	6.9	18	1.8e-05	0.00037
ENSG00000166068	16	12	50	SPRED1	protein_coding	1.8	4.7	18	1.8e-05	0.00037
ENSG00000174886	3.3	2	14	NDUFA11	protein_coding	2.4	2.8	18	1.8e-05	0.00037
ENSG00000175548	7.1	6.8	27	ALG10B	protein_coding	2	3.8	18	1.8e-05	0.00037
ENSG00000187325	26	20	75	TAF9B	protein_coding	1.7	5.3	18	1.8e-05	0.00037
ENSG00000188647	41	41	130	PTAR1	protein_coding	1.7	6.2	18	1.8e-05	0.00037
ENSG00000006118	13	17	53	TMEM132A	protein_coding	1.8	4.8	18	1.9e-05	0.00038
ENSG00000099290	75	92	22	WASHC2A	protein_coding	-1.9	6	18	1.9e-05	0.00038
ENSG00000160818	450	630	120	GPATCH4	protein_coding	-2.2	8.6	18	1.9e-05	0.00038
ENSG00000166477	360	290	75	LEO1	protein_coding	-2.1	7.9	18	1.8e-05	0.00038
ENSG00000171033	21	20	67	PKIA	protein_coding	1.7	5.2	18	1.9e-05	0.00038
ENSG00000005206	11	9.5	38	SPPL2B	protein_coding	1.9	4.3	18	1.9e-05	0.00039
ENSG00000065243	19	11	53	PKN2	protein_coding	1.8	4.8	18	1.9e-05	0.00039
ENSG00000172809	1700	1300	300	RPL38	protein_coding	-2.3	10	18	1.9e-05	0.00039
ENSG00000176248	6.4	7.8	28	ANAPC2	protein_coding	2	3.8	18	1.9e-05	0.00039
ENSG00000179262	230	390	72	RAD23A	protein_coding	-2.1	7.8	18	1.9e-05	0.00039
ENSG00000023516	22	16	65	AKAP11	protein_coding	1.7	5.1	18	2e-05	4e-04
ENSG00000066557	16	15	54	LRRC40	protein_coding	1.8	4.8	18	2e-05	4e-04
ENSG00000069431	2.3	1.5	11	ABCC9	protein_coding	2.5	2.3	18	2.1e-05	4e-04
ENSG00000112699	15	23	3.7	GMDS	protein_coding	-2.3	3.8	18	2e-05	4e-04
ENSG00000113595	5	1.3	16	TRIM23	protein_coding	2.3	3	18	2e-05	4e-04
ENSG00000160949	5	6.5	23	TONSL	protein_coding	2	3.6	18	2.1e-05	4e-04
ENSG00000175643	6.4	10	31	RMI2	protein_coding	1.9	4	18	2e-05	4e-04
ENSG00000135317	15	9.8	44	SNX14	protein_coding	1.8	4.5	18	2.1e-05	0.00041
ENSG00000172775	340	360	82	FAM192A	protein_coding	-2.1	8	18	2.1e-05	0.00041
ENSG00000173207	210	120	40	CKS1B	protein_coding	-2	6.9	18	2.1e-05	0.00041
ENSG00000073712	59	48	180	FERMT2	protein_coding	1.7	6.6	18	2.1e-05	0.00042
ENSG00000144827	15	10	44	ABHD10	protein_coding	1.8	4.5	18	2.2e-05	0.00042
ENSG00000184897	55	45	160	H1FX	protein_coding	1.7	6.5	18	2.1e-05	0.00042
ENSG00000228474	200	330	63	OST4	protein_coding	-2.1	7.6	18	2.2e-05	0.00042
ENSG00000100479	13	8.1	38	POLE2	protein_coding	1.8	4.3	18	2.2e-05	0.00043
ENSG00000167136	14	12	45	ENDOG	protein_coding	1.8	4.6	18	2.2e-05	0.00043
ENSG00000177888	10	7.9	33	ZBTB41	protein_coding	1.9	4.1	18	2.2e-05	0.00043
ENSG00000181038	3.3	4.3	18	METTL23	protein_coding	2.2	3.1	18	2.3e-05	0.00043
ENSG00000259623	7.7	7.3	29	AC125257.1	sense_overlapping	1.9	3.9	18	2.2e-05	0.00043
ENSG00000008056	80	94	23	SYN1	protein_coding	-1.9	6	18	2.3e-05	0.00044
ENSG00000117569	14	15	49	PTBP2	protein_coding	1.8	4.7	18	2.3e-05	0.00044
ENSG00000118402	4.7	2.2	17	ELOVL4	protein_coding	2.3	3	18	2.3e-05	0.00044
ENSG00000183793	7.1	5.4	0.72	NPIPA5	protein_coding	-3.1	2.1	18	2.3e-05	0.00044
ENSG00000091009	12	8.1	37	RBM27	protein_coding	1.9	4.3	18	2.4e-05	0.00045
ENSG00000107984	18	5.5	42	DKK1	protein_coding	1.8	4.5	18	2.4e-05	0.00045
ENSG00000137337	190	470	78	MDC1	protein_coding	-2.1	8	18	2.4e-05	0.00045
ENSG00000165449	3.4	2.3	15	SLC16A9	protein_coding	2.4	2.8	18	2.4e-05	0.00045
ENSG00000048405	8.2	6.2	28	ZNF800	protein_coding	1.9	3.8	18	2.5e-05	0.00046
ENSG00000071189	13	13	46	SNX13	protein_coding	1.8	4.6	18	2.4e-05	0.00046
ENSG00000077458	8.8	10	35	FAM76B	protein_coding	1.9	4.2	18	2.5e-05	0.00046
ENSG00000090060	150	73	390	PAPOLA	protein_coding	1.8	7.7	18	2.4e-05	0.00046
ENSG00000119707	1700	1400	320	RBM25	protein_coding	-2.3	10	18	2.4e-05	0.00046
ENSG00000048162	200	270	57	NOP16	protein_coding	-2.1	7.5	18	2.6e-05	0.00047
ENSG00000099901	830	1000	200	RANBP1	protein_coding	-2.2	9.4	18	2.6e-05	0.00047
ENSG00000117500	26	25	81	TMED5	protein_coding	1.7	5.5	18	2.5e-05	0.00047
ENSG00000127564	14	15	50	PKMYT1	protein_coding	1.8	4.7	18	2.5e-05	0.00047
ENSG00000144029	190	160	42	MRPS5	protein_coding	-2	7	18	2.6e-05	0.00047
ENSG00000198712	37000	13000	4500	MT-CO2	protein_coding	-2.4	14	18	2.6e-05	0.00047
ENSG00000050820	7.1	5.9	26	BCAR1	protein_coding	2	3.7	18	2.6e-05	0.00048
ENSG00000066027	15	6.8	39	PPP2R5A	protein_coding	1.8	4.4	18	2.6e-05	0.00048
ENSG00000070367	43	43	140	EXOC5	protein_coding	1.7	6.2	18	2.6e-05	0.00048
ENSG00000155903	6.1	4.8	22	RASA2	protein_coding	2	3.5	18	2.6e-05	0.00048
